date,value
2018-01-31,1.2191516129032256
2018-02-28,1.2347142857142859
2018-03-31,1.2329903225806456
2018-04-30,1.2265066666666666
2018-05-31,1.182064516129032
2018-06-30,1.167783333333333
2018-07-31,1.1685580645161289
2018-08-31,1.1536580645161292
2018-09-30,1.16546
2018-10-31,1.1488806451612905
2018-11-30,1.1362333333333332
2018-12-31,1.1377935483870967
2019-01-31,1.1418419354838705
2019-02-28,1.1346642857142855
2019-03-31,1.129448387096774
2019-04-30,1.1233000000000002
2019-05-31,1.1189967741935483
2019-06-30,1.1289566666666666
2019-07-31,1.1211258064516134
2019-08-31,1.1127935483870968
2019-09-30,1.101086666666667
2019-10-31,1.1058612903225804
2019-11-30,1.10509
2019-12-31,1.1108064516129033
2020-01-31,1.1103000000000003
2020-02-29,1.0917103448275862
2020-03-31,1.1040741935483869
2020-04-30,1.0867399999999996
2020-05-31,1.0915419354838714
2020-06-30,1.1253533333333334
2020-07-31,1.1459193548387094
2020-08-31,1.1827999999999996
2020-09-30,1.1785299999999999
2020-10-31,1.1766516129032263
2020-11-30,1.1836533333333337
2020-12-31,1.2170451612903228
2021-01-31,1.2175580645161295
2021-02-28,1.2096107142857142
2021-03-31,1.1899451612903227
2021-04-30,1.1955233333333335
2021-05-31,1.2146322580645161
2021-06-30,1.2041133333333334
2021-07-31,1.182325806451613
2021-08-31,1.1768354838709678
2021-09-30,1.177516666666667
2021-10-31,1.1595645161290324
2021-11-30,1.1408833333333328
2021-12-31,1.1302870967741936
2022-01-31,1.132067741935484
