date,value
2018-01-31,169.3000000000001
2018-02-28,177.8000000000001
2018-03-31,172.60000000000005
2018-04-30,169.89999999999998
2018-05-31,180.1999999999999
2018-06-30,187.5
2018-07-31,192.0
2018-08-31,189.39999999999992
2018-09-30,189.10000000000005
2018-10-31,197.10000000000008
2018-11-30,194.60000000000005
2018-12-31,178.6999999999999
2019-01-31,186.39999999999992
2019-02-28,194.1999999999999
2019-03-31,199.89999999999992
2019-04-30,196.10000000000005
2019-05-31,201.0
2019-06-30,190.89999999999995
2019-07-31,196.1999999999999
2019-08-31,191.89999999999992
2019-09-30,190.3000000000001
2019-10-31,195.10000000000008
2019-11-30,186.0
2019-12-31,182.39999999999995
2020-01-31,191.5
2020-02-29,182.3000000000001
2020-03-31,160.60000000000002
2020-04-30,109.19999999999996
2020-05-31,117.5
2020-06-30,138.09999999999994
2020-07-31,150.8000000000001
2020-08-31,161.8000000000001
2020-09-30,137.69999999999993
2020-10-31,142.4
2020-11-30,141.80000000000007
2020-12-31,142.19999999999993
2021-01-31,156.3000000000001
2021-02-28,172.8000000000001
2021-03-31,187.89999999999992
2021-04-30,193.39999999999995
2021-05-31,198.39999999999992
2021-06-30,202.6999999999999
2021-07-31,208.0
2021-08-31,209.19999999999987
2021-09-30,211.39999999999992
2021-10-31,236.80000000000013
2021-11-30,248.8999999999999
2021-12-31,234.19999999999987
2022-01-31,245.9
