date,value
2018-01-12,1.2025083333333333
2018-01-13,1.2034083333333334
2018-01-14,1.204075
2018-01-15,1.2049083333333332
2018-01-16,1.2064083333333333
2018-01-17,1.2079916666666668
2018-01-18,1.2096500000000001
2018-01-19,1.2113083333333334
2018-01-20,1.2135166666666668
2018-01-21,1.21615
2018-01-22,1.2184166666666667
2018-01-23,1.2204333333333333
2018-01-24,1.2226000000000001
2018-01-25,1.2255833333333335
2018-01-26,1.2280166666666668
2018-01-27,1.23045
2018-01-28,1.2319333333333333
2018-01-29,1.2329583333333332
2018-01-30,1.2342250000000001
2018-01-31,1.2358083333333332
2018-02-01,1.2378416666666665
2018-02-02,1.239575
2018-02-03,1.241375
2018-02-04,1.2427833333333334
2018-02-05,1.2430166666666667
2018-02-06,1.242125
2018-02-07,1.24095
2018-02-08,1.2394166666666666
2018-02-09,1.2377833333333332
2018-02-10,1.2367333333333332
2018-02-11,1.2353666666666665
2018-02-12,1.234025
2018-02-13,1.2330333333333334
2018-02-14,1.2326166666666667
2018-02-15,1.2329166666666667
2018-02-16,1.2328833333333333
2018-02-17,1.2330833333333333
2018-02-18,1.2335916666666666
2018-02-19,1.2349333333333332
2018-02-20,1.23585
2018-02-21,1.2365833333333334
2018-02-22,1.2374166666666666
2018-02-23,1.2380166666666665
2018-02-24,1.238275
2018-02-25,1.2377333333333331
2018-02-26,1.2369
2018-02-27,1.234875
2018-02-28,1.23295
2018-03-01,1.2310666666666668
2018-03-02,1.23
2018-03-03,1.2289333333333332
2018-03-04,1.22865
2018-03-05,1.2287833333333333
2018-03-06,1.229525
2018-03-07,1.23035
2018-03-08,1.2304833333333334
2018-03-09,1.2307166666666667
2018-03-10,1.2309666666666665
2018-03-11,1.2316916666666666
2018-03-12,1.2325833333333334
2018-03-13,1.2341
2018-03-14,1.2345
2018-03-15,1.2345583333333332
2018-03-16,1.234275
2018-03-17,1.2338583333333333
2018-03-18,1.2327333333333332
2018-03-19,1.2321666666666666
2018-03-20,1.2318083333333332
2018-03-21,1.231325
2018-03-22,1.2311916666666667
2018-03-23,1.231475
2018-03-24,1.231825
2018-03-25,1.2315083333333334
2018-03-26,1.2321583333333332
2018-03-27,1.2329
2018-03-28,1.2334916666666669
2018-03-29,1.2336333333333334
2018-03-30,1.2339666666666667
2018-03-31,1.2338916666666668
2018-04-01,1.2343
2018-04-02,1.2344666666666666
2018-04-03,1.2340583333333333
2018-04-04,1.2334916666666667
2018-04-05,1.2324083333333333
2018-04-06,1.2316916666666666
2018-04-07,1.2303083333333333
2018-04-08,1.229175
2018-04-09,1.2289166666666667
2018-04-10,1.2292583333333333
2018-04-11,1.2297916666666666
2018-04-12,1.2297916666666666
2018-04-13,1.2298083333333334
2018-04-14,1.2300916666666668
2018-04-15,1.2306000000000001
2018-04-16,1.231275
2018-04-17,1.2322333333333335
2018-04-18,1.2331166666666666
2018-04-19,1.2336333333333334
2018-04-20,1.2337
2018-04-21,1.2333833333333333
2018-04-22,1.2329166666666664
2018-04-23,1.2315166666666666
2018-04-24,1.2307333333333332
2018-04-25,1.2295333333333334
2018-04-26,1.2277916666666666
2018-04-27,1.2260083333333334
2018-04-28,1.2238
2018-04-29,1.221825
2018-04-30,1.2192749999999999
2018-05-01,1.2164750000000002
2018-05-02,1.2138583333333333
2018-05-03,1.2112583333333333
2018-05-04,1.2084583333333334
2018-05-05,1.2062083333333333
2018-05-06,1.203875
2018-05-07,1.2017833333333334
2018-05-08,1.1997000000000002
2018-05-09,1.1975666666666667
2018-05-10,1.1958
2018-05-11,1.1944916666666667
2018-05-12,1.1934666666666667
2018-05-13,1.1930583333333333
2018-05-14,1.193125
2018-05-15,1.1922416666666666
2018-05-16,1.190925
2018-05-17,1.1896916666666668
2018-05-18,1.1882666666666668
2018-05-19,1.187
2018-05-20,1.1862666666666666
2018-05-21,1.1855666666666667
2018-05-22,1.1846249999999998
2018-05-23,1.182475
2018-05-24,1.1806249999999998
2018-05-25,1.17825
2018-05-26,1.1756666666666666
2018-05-27,1.1740166666666667
2018-05-28,1.173
2018-05-29,1.1709416666666665
2018-05-30,1.1700166666666667
2018-05-31,1.1691416666666667
2018-06-01,1.1683416666666668
2018-06-02,1.1676
2018-06-03,1.1667333333333334
2018-06-04,1.1667583333333333
2018-06-05,1.1662833333333333
2018-06-06,1.1672166666666668
2018-06-07,1.1684583333333334
2018-06-08,1.16935
2018-06-09,1.1702416666666666
2018-06-10,1.1720916666666668
2018-06-11,1.1732416666666665
2018-06-12,1.1742583333333332
2018-06-13,1.1751333333333334
2018-06-14,1.1747583333333333
2018-06-15,1.1742333333333335
2018-06-16,1.1735666666666666
2018-06-17,1.1731
2018-06-18,1.1716666666666666
2018-06-19,1.1696833333333332
2018-06-20,1.168175
2018-06-21,1.1667333333333334
2018-06-22,1.1655416666666667
2018-06-23,1.1641083333333333
2018-06-24,1.1627583333333333
2018-06-25,1.1620083333333333
2018-06-26,1.16235
2018-06-27,1.1621166666666667
2018-06-28,1.1618333333333333
2018-06-29,1.1623416666666666
2018-06-30,1.1629333333333334
2018-07-01,1.1637666666666666
2018-07-02,1.1638666666666666
2018-07-03,1.1643083333333333
2018-07-04,1.1645
2018-07-05,1.1650583333333333
2018-07-06,1.1659583333333332
2018-07-07,1.1663249999999998
2018-07-08,1.16685
2018-07-09,1.16815
2018-07-10,1.1693666666666667
2018-07-11,1.1697416666666667
2018-07-12,1.1698666666666668
2018-07-13,1.1697833333333334
2018-07-14,1.1703083333333333
2018-07-15,1.170425
2018-07-16,1.1708999999999998
